Number of variables,Exec Time (microseconds),Target,Combo
13,1804,7902,[]
13,1816,8467,[]
13,1832,7755,[]
13,1862,5024,[]
13,1879,7686,[]
13,1901,1562,[]
13,1914,4083,[]
13,1715,9159,[]
13,1720,9989,[]
13,1739,2252,[]
13,1765,1724,[]
13,2158,8112,[]
13,1963,6617,[]
13,1973,3603,[]
13,1810,8713,[]
13,1814,4865,[]
13,1822,5324,[]
13,1857,9426,[]
13,1668,6648,[]
13,1697,4005,[]
13,1725,3178,[]
13,1749,2677,[]
13,1765,8079,[]
13,2202,3555,[]
13,1817,7222,[]
13,1845,8371,[]
13,1868,1950,[]
13,1882,8841,[]
13,1897,8956,[]
13,1730,2352,[]
13,1705,1311,[]
13,1750,2585,[]
13,1749,2114,[]
13,1769,1916,[]
13,1791,4213,[]
13,2229,9005,[]
13,1866,6786,[]
13,1863,9329,[]
13,1913,7051,[]
13,1909,6197,[]
13,1711,3316,[]
13,1705,7931,[]
13,1724,1901,[]
13,1814,7638,[]
13,1778,9289,[]
13,1803,1039,[]
13,1802,4718,[]
13,2271,1547,[]
13,1897,1166,[]
13,1899,3348,[]
13,1937,7189,[]
13,1710,4061,[]
13,1714,6498,[]
